FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,village,barrage_nom_officiel,barrage_type,barrage_utilisation,geometry
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_64d8,Maritime,Yoto,Yoto 3,Essé-Godjin,Esse Ana,N/a,Mare naturelle,"{irrigation,elevage}","MULTIPOLYGON (((1.5722465033782347 6.703480966314234, 1.5719838110809305 6.703209771278989, 1.5720322017672765 6.702959173200917, 1.5722407666411011 6.702891234764135, 1.5725505896818806 6.703027432184584, 1.5728527941232966 6.703216595205414, 1.5730991288360474 6.703241816935979, 1.5731981706277722 6.70312831913816, 1.5730584963061092 6.702941678257627, 1.5727842267290255 6.702621361985304, 1.5724134548933386 6.702253124120873, 1.5722001341111624 6.701983250988834, 1.572189975978678 6.701683111535707, 1.5723474270321889 6.701577179919908, 1.5725709059468496 6.701582224283085, 1.5728858080538712 6.7018672307179346, 1.5731042079022897 6.702026128038486, 1.5732743566214062 6.701917674317372, 1.5734394262742806 6.70175121041943, 1.5734521239398858 6.70144602645894, 1.573751788848181 6.701332528243087, 1.5741073234851413 6.701229118734539, 1.5743917511947088 6.701115620468203, 1.574412067459678 6.700863402003995, 1.574211444343108 6.700616227782513, 1.574041295623991 6.700250510592355, 1.5737238539838483 6.700187455876679, 1.5734089518768268 6.700157189610261, 1.5730915102366838 6.699998291680743, 1.5728604127226598 6.699619963068772, 1.5728375569245696 6.699249200744336, 1.572981173508949 6.699102891983634, 1.573165733452572 6.6989902389339955, 1.573444495867419 6.698990238933994, 1.5737347932787429 6.69903415453271, 1.5740154781930018 6.699148716945536, 1.5742019606360376 6.6990074232991805, 1.574390365578486 6.698862310863029, 1.574474955552647 6.698766842131492, 1.5747614079651453 6.69885085461623, 1.5751036128606133 6.698948232705437, 1.575232420321267 6.698812667124963, 1.5754554302531445 6.698875676483955, 1.575616920203816 6.698799301502314, 1.5755573227220208 6.698507167087192, 1.5754996477396388 6.698304773206813, 1.5753323902907306 6.698222670004981, 1.5752920178030632 6.698048916671828, 1.575320196037978 6.69791450052094, 1.5755889041029882 6.69795442656642, 1.5757116211720483 6.698236010162827, 1.5759316655717417 6.69839151148223, 1.5761813313329323 6.698359990948518, 1.5764733133248339 6.698559620960961, 1.5766362308130684 6.698414626538989, 1.5765262086132212 6.698200286879747, 1.5764161864133748 6.698006960831814, 1.5761770997098612 6.69802587316597, 1.5760522668292662 6.697878777214317, 1.5762426898674626 6.697656031831674, 1.5763823334288067 6.697412272617157, 1.5762469214905337 6.697155905036017, 1.5761093937407251 6.6968343946824, 1.5758428014872503 6.696773454787571, 1.575578325045311 6.6970319239443565, 1.5754979242069616 6.697359738287732, 1.5754048284993987 6.697666538691632, 1.575214405461202 6.69782624293512, 1.5751128465074975 6.697843053905077, 1.5750239824230057 6.697693856526459, 1.5748568333117 6.697874574472188, 1.5747256529964975 6.6979922512380705, 1.5747129581272847 6.697786316879148, 1.574615630796651 6.697620308506126, 1.5744040496430993 6.697471111059396, 1.574164962939586 6.697378650646973, 1.5739110655553243 6.6974606041952285, 1.5737798852401224 6.697712768872753, 1.573724874140199 6.697941818341881, 1.5735429143481443 6.6980405827586935, 1.573261511413921 6.6980132649432775, 1.5730245405219432 6.698175070443054, 1.5729081708874897 6.698515492228401, 1.5728785495259927 6.698874826077443, 1.572666968372441 6.698872724710676, 1.5724384607266053 6.698811785070441, 1.5723644073228622 6.6992068419132185, 1.5721761000962013 6.699244666487766, 1.5718735390466225 6.6990954695377996, 1.571539240824011 6.699066050415519, 1.5712620695128583 6.698851711042491, 1.5710610674169845 6.698635270207493, 1.5707585063674057 6.698628966104064, 1.5705384619677119 6.698439842963299, 1.5698432319141369 6.698476603918167, 1.569332930671414 6.698503634200058, 1.5692512824725786 6.69880772476814, 1.5698636439638456 6.699003694144905, 1.5700173225981 6.699363896964518, 1.5696888605601667 6.699645631716741, 1.5693977237538161 6.699593733221979, 1.5689087632200738 6.699530713613774, 1.56844593034844 6.699360189927219, 1.5681100032641893 6.699174838026391, 1.5677218208557224 6.699237857680574, 1.5673992888147115 6.699462245220641, 1.5675514604554157 6.699702864127575, 1.5675594694891368 6.699929562823856, 1.567459356567621 6.700158249998435, 1.567569480781289 6.700313359499296, 1.5675915056240224 6.700488354774376, 1.567723654680424 6.700563920896476, 1.5678497969615341 6.700500286268117, 1.5679819460179356 6.700422731553579, 1.567929887298747 6.700267622087503, 1.5679378963324684 6.700072740893535, 1.5678978511638617 6.6998400765089645, 1.5677036320961208 6.6996193435287, 1.5675594694891377 6.699517925639413, 1.5677717088827516 6.699366793059387, 1.5680400115124151 6.699305146861984, 1.5682182125127135 6.699329009907063, 1.5695932705808135 6.700591644855052, 1.5698006173119596 6.701012866023269, 1.5690560540501153 6.701462168201674, 1.569065478901531 6.701874028168204, 1.5691880019699356 6.7020893184668004, 1.569876016123285 6.702033155789373, 1.5702907095855785 6.702182922914801, 1.5705263308709723 6.702819432684624, 1.5705169060195563 6.7034840228810015, 1.5710823971045016 6.70394268319234, 1.571779836109267 6.704148612171335, 1.5722793532343018 6.704045647692714, 1.5722465033782347 6.703480966314234)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_64d9,Maritime,Zio,Zio 1,Tsévié,Dedeke,Nsp,Retenue d'eau,{elevage},"MULTIPOLYGON (((1.2020884254434607 6.50416956454291, 1.2021693543772805 6.504209768563323, 1.2022174059317365 6.504265049086138, 1.202209818844191 6.504365559112038, 1.2021592382605533 6.504427121492976, 1.2021010705893709 6.504488683866374, 1.2021465931146444 6.50457537372633, 1.2020732512683698 6.504654525324533, 1.2020074965096408 6.504698498429256, 1.2019215095174574 6.504668345443573, 1.2018557547587283 6.504605526717591, 1.2018114967480455 6.504483658366788, 1.201840580583637 6.504391942990511, 1.2018709289338194 6.5042323833233935, 1.201879780535956 6.5041155403854205, 1.2020884254434607 6.50416956454291)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_64da,Maritime,Yoto,Yoto 3,Essé-Godjin,Lakata,N/a,Retenue d'eau,"{irrigation,elevage}","MULTIPOLYGON (((1.5811235142107682 6.71937064985505, 1.5820095622421562 6.718724305729763, 1.582166384902579 6.71842838885563, 1.583311190323664 6.719471884399274, 1.5836875647086779 6.719713289765843, 1.584063939093692 6.719752226104065, 1.5844403134787062 6.719721077033737, 1.5846363418042346 6.719674353424501, 1.5849578282581012 6.719479671671033, 1.5849813516571647 6.719277202564751, 1.5851460154506078 6.71913703159564, 1.5853185203770728 6.7193161389378915, 1.5854753430374953 6.719448522583245, 1.5855694366337487 6.720305121770382, 1.5855694366337487 6.720632186516487, 1.5859693344178263 6.720328483545257, 1.586181045009397 6.720414143376862, 1.5864084378670094 6.720460866915014, 1.586463325798157 6.720733420798077, 1.58634570880284 6.721138357713653, 1.5862908208716922 6.7213330388030155, 1.5865103725962837 6.7214109112169345, 1.586526054862326 6.721800273099417, 1.5863692322019034 6.722049464540549, 1.5860634280140793 6.722337591985119, 1.585765464959276 6.722594570372679, 1.5854204551063464 6.722641293701276, 1.585146015450607 6.722835974188752, 1.5848715757948673 6.723155250019411, 1.5849264637260152 6.723388866347996, 1.5848950991939308 6.723645844179741, 1.5851224920515437 6.723786013848877, 1.5852322679138395 6.724004055476065, 1.5853263615100932 6.724261032982517, 1.5856243245648958 6.724471287204902, 1.5856164834318744 6.724712690088789, 1.5855929600328111 6.724977454404187, 1.5853890905742616 6.725164346775257, 1.5851773799826911 6.725164346775257, 1.5848323701297613 6.7252188570366105, 1.5846206595381904 6.725148772413747, 1.5844638368777684 6.725211069856792, 1.5843697432815145 6.725288941649367, 1.5843305376164092 6.725359026252014, 1.5843697432815145 6.725468046724925, 1.5841815560890071 6.725475833900624, 1.5839933688965 6.725561492825094, 1.5836718824426337 6.725273367291851, 1.5833347137227252 6.724736051651832, 1.5830759563330281 6.724603669446399, 1.5828328812093728 6.7246581797706515, 1.582668217415929 6.724697115712803, 1.5824408245583166 6.7246737541478865, 1.5822918430309147 6.724299968956488, 1.5822212728337246 6.723926183477584, 1.5824643479573797 6.7237081418154565, 1.5826368528838446 6.723521248884347, 1.5829034514065632 6.723279845408628, 1.5828642457414572 6.722867123059509, 1.5828564046084361 6.7222285708099605, 1.5828015166772882 6.721870358205146, 1.582785834411246 6.721644528383844, 1.5828877691405205 6.721387549494066, 1.5826133294847808 6.7213953367351476, 1.582385936627168 6.721317464318737, 1.5821036558384076 6.721208442914803, 1.5821977494346613 6.720803506057599, 1.5822134317007033 6.720468654170934, 1.5821663849025764 6.720219461919569, 1.581719440320372 6.7202272491793575, 1.5815234119948438 6.719962482276598, 1.5814998885957805 6.719612055271869, 1.581248972339104 6.719401798947822, 1.5811235142107682 6.71937064985505)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_64db,Maritime,Yoto,Yoto 3,Essé-Godjin,Logokondji,N/a,Retenue d'eau,"{irrigation,autre}","MULTIPOLYGON (((1.5724792983840497 6.685416116900372, 1.5712157360478973 6.685272103869872, 1.5701800292149855 6.684860637834662, 1.5686886113755927 6.684860637834662, 1.5677150469526553 6.685251530576337, 1.5663271997965542 6.685416116900372, 1.565519348466883 6.685292677162543, 1.5646286405905785 6.685765862654937, 1.5636757903042997 6.685621849727482, 1.5635307913476917 6.685251530576338, 1.5640279306274893 6.68516923739354, 1.5651257798703757 6.684984077681591, 1.5656850615601483 6.684469744780422, 1.566513627026478 6.684140571439694, 1.566596483573111 6.683358783867244, 1.5656022050135152 6.683235343609957, 1.564276500267388 6.683194196850603, 1.5634686489377168 6.683461650724511, 1.5621843724649063 6.68383197123148, 1.5618322321417162 6.683708531093653, 1.5622672290115394 6.683338210493191, 1.5629093672479442 6.682844449256298, 1.563510077211033 6.682062659611587, 1.5648357819571606 6.681918645593348, 1.5660579160199963 6.682186100164895, 1.56742504903944 6.682021512753563, 1.567839331772605 6.681301442177731, 1.56754933385939 6.680437356087433, 1.5682329003691124 6.680231621079053, 1.5689786092888087 6.68002588598415, 1.5699936019850627 6.681466029831388, 1.5709671664079998 6.681898072158714, 1.5718164460109876 6.682124379892138, 1.5727071538872919 6.681610043982905, 1.5738878596768116 6.681013413650574, 1.5742814282733177 6.682453554590174, 1.5742607141366598 6.683605664288331, 1.5742607141366598 6.684449171453122, 1.5737221465835456 6.685374970324561, 1.5724792983840497 6.685416116900372)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_64dc,Maritime,Zio,Zio 1,Kpomé,Kpome,N/a,Retenue d'eau,{autre},"MULTIPOLYGON (((1.3608640145437207 6.315761179638371, 1.3615887613184066 6.316644904893825, 1.3613571412151566 6.317673440371, 1.3605203201969627 6.319136407889032, 1.359918855090136 6.320276331488824, 1.359332333215777 6.3204471341571065, 1.3587495471495346 6.3205733795713295, 1.3583460798729055 6.320499117566692, 1.3578492173933527 6.320228061159306, 1.3576848418362077 6.319834472150527, 1.358006121334264 6.319266366732468, 1.3586860384115471 6.3185348836741975, 1.358936337555382 6.3182823918201, 1.35923146639662 6.318189563901591, 1.3594481432674024 6.318074457259512, 1.3595901039758456 6.317933358760098, 1.359803045038511 6.317539768005772, 1.359578896551495 6.317220439437979, 1.359638669481366 6.3167897168716385, 1.3599001760495513 6.316318149512977, 1.35997489221189 6.3159431231966465, 1.3608640145437207 6.315761179638371)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_64dd,Maritime,Zio,Zio 1,Dalavé,Vacolomé,N/a,Mare naturelle,"{irrigation,elevage}","MULTIPOLYGON (((1.2410420616430982 6.367785148401671, 1.2412851739683044 6.366335471786117, 1.2419051103975798 6.3666858106765725, 1.2410663728756188 6.368135486302987, 1.2410420616430982 6.367785148401671)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_64de,Maritime,Zio,Zio 1,Dalavé,Livame,N/a,Retenue d'eau,{irrigation},"MULTIPOLYGON (((1.2434426719436664 6.366267827179551, 1.243997514577472 6.366204201661051, 1.2440508648307222 6.366366800192658, 1.2434711254120667 6.366398612942821, 1.2434426719436664 6.366267827179551)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_64df,Maritime,Zio,Zio 2,Bolou,Kpeme,Barrage,Retenue d'eau,{irrigation},"MULTIPOLYGON (((1.1621023551306429 6.447861388738357, 1.1622275371814716 6.447865101878834, 1.162225668792653 6.447775058214536, 1.162149064851101 6.447771345073397, 1.1621322493517363 6.4476887276760175, 1.1620752634927771 6.447696153959479, 1.1620435008828651 6.447724930806865, 1.1620294879667274 6.447787125923051, 1.1621023551306429 6.447861388738357)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_64e0,Maritime,Yoto,Yoto 3,Tokpli,Kovi,N/a,Mare naturelle,"{irrigation,autre,elevage}","MULTIPOLYGON (((1.579541748695991 6.639366591125278, 1.5794071720862648 6.640507275284767, 1.5793084825724655 6.641015235348753, 1.5796404382097906 6.641541018020639, 1.579927534977207 6.6422272081202465, 1.5799365067511888 6.642824281843867, 1.580582474477875 6.6432342126375685, 1.5810310631769626 6.643020335744342, 1.5814305060509173 6.644016285387468, 1.5810800672113192 6.644656312879058, 1.5816113777100644 6.645678109428833, 1.5821992106022933 6.644880883731355, 1.5831261778554235 6.6446899985134396, 1.5843470615546678 6.644330684961094, 1.584267930203791 6.643095542623022, 1.5856221945785836 6.642283274178361, 1.5870722907955055 6.64124204703015, 1.5915972898338506 6.643237730461847, 1.5931871543608371 6.643584805014909, 1.5943402429188709 6.6425088731033854, 1.5951963238180176 6.642908009409627, 1.5942703587638387 6.644001294155337, 1.592855204624433 6.644782210343124, 1.5904966143920913 6.6452854667849195, 1.5898501859580418 6.646673757747469, 1.5903219040045098 6.646899354658659, 1.590985803477317 6.645736661777661, 1.5929600308569807 6.646135795464617, 1.5923834865779636 6.647524084026332, 1.5907412089347033 6.6479579233979225, 1.5897977728417665 6.648270287508392, 1.5880681400047156 6.648044691226296, 1.5868801093691653 6.647923216262285, 1.585866789121196 6.647905862693546, 1.5850805923770817 6.648825600992457, 1.5836130251214022 6.650057700544898, 1.5826695890284652 6.650127114512279, 1.582232813059513 6.647524084026331, 1.5802935277573646 6.647159658658328, 1.5782144741451523 6.6467952330202005, 1.5767643779282305 6.646569636061233, 1.5761528915716976 6.646569636061233, 1.5756637024864708 6.6471596586583255, 1.5754191079438575 6.646934061866573, 1.5749998030136638 6.646656404134625, 1.5735846488742586 6.646569636061236, 1.5722917920061603 6.648009984096782, 1.5713832979907396 6.6495891560086395, 1.5711212324093686 6.649970933071884, 1.5705971012466258 6.650005640062929, 1.5701603252776735 6.6493635603318655, 1.5703175646264966 6.649068550444456, 1.5703175646264966 6.649068550444456, 1.5712260586419171 6.647315840991977, 1.5712085876031587 6.647038183475632, 1.570789282672964 6.647003476275064, 1.570265151510222 6.647645559088969, 1.569741020347479 6.647836448412468, 1.5694265416498336 6.647419962520181, 1.5698109045025121 6.6465002215914994, 1.5701428542389155 6.645806076355183, 1.5691644760684629 6.645059869133314, 1.568989765680882 6.64387981819247, 1.569583780998657 6.643654219896132, 1.569583780998657 6.643654219896132, 1.569583780998657 6.643654219896132, 1.5708941089055137 6.644973100778216, 1.5726586838200807 6.645389588743062, 1.5738991275719048 6.644834271378224, 1.5743883166571313 6.6439665867404365, 1.5757859997577788 6.644209538593309, 1.576554725463135 6.644521905084957, 1.5777951692149594 6.645181344804729, 1.578546423881557 6.643897171903289, 1.5784415976490083 6.643064193093488, 1.5786512501141052 6.6422832741783635, 1.5787211342691378 6.64186678358348, 1.5784066555714924 6.641311462241913, 1.5778999954475081 6.640634663509574, 1.577934937525024 6.640079340777621, 1.5784765397265248 6.64004463308607, 1.5786861921916222 6.639610786735167, 1.579541748695991 6.639366591125278)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_64e1,Maritime,Zio,Zio 1,Tsévié,Dedeke,Nsp,Retenue d'eau,{elevage},"MULTIPOLYGON (((1.2016454180248526 6.505141770391709, 1.2015799368365103 6.505153924382833, 1.201510138207179 6.505192531176217, 1.201494307590217 6.505282613682577, 1.201559788778559 6.505354822664108, 1.2016267091138975 6.505384135218006, 1.201701544757717 6.505384135218006, 1.201785015283516 6.505315500942779, 1.201774221681042 6.505218983977378, 1.2017101796396967 6.50516321861114, 1.2016454180248526 6.505141770391709)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_64e2,Maritime,Yoto,Yoto 3,Tokpli,Akladjenou,N/a,Mare naturelle,"{autre,irrigation}","MULTIPOLYGON (((1.600539374892726 6.6588564487753255, 1.5999124327076395 6.659020775774163, 1.5994596411295214 6.659704029547716, 1.5993899808867342 6.66030079472351, 1.5999037251772912 6.6610186417269555, 1.6007744782121334 6.661087831744081, 1.6015407408827944 6.66113107549983, 1.6025595219335602 6.6613472942213985, 1.602829455374361 6.66104458798452, 1.602768502661922 6.660655393976958, 1.6029426532688906 6.660491067525514, 1.6033780297863116 6.660612150179279, 1.6035347653325833 6.6603007947235096, 1.6034389824987503 6.659790517299322, 1.6035173502718862 6.65954835155641, 1.6037524535912937 6.659280239344504, 1.6034563975594474 6.658830502402057, 1.603282246952479 6.6582596818431465, 1.6029078231474967 6.65798292012107, 1.6027597951315733 6.658034812955847, 1.6025769369942564 6.65805211056622, 1.6022895884927584 6.657792646346618, 1.6019325797484731 6.657489937917074, 1.6016974764290661 6.657316961587807, 1.6013482745732885 6.657149781781918, 1.6009803158257183 6.657243379754491, 1.6005585094565526 6.6572968643022365, 1.6000828554657913 6.657287950211349, 1.5997777189434164 6.657510802434941, 1.599683485605624 6.657755939764036, 1.5999078506956057 6.657996619931681, 1.600334144366571 6.658161530348784, 1.6005585094565526 6.658170444423805, 1.600868133280727 6.6585671205983745, 1.6008950570915255 6.6587231167589715, 1.600845696771729 6.65882117146311, 1.6007604380375362 6.6588880269319715, 1.600539374892726 6.6588564487753255)))"
